video_filename,analysis_mode,event_id,clip_path,predicted_category,predicted_primary_limb,predicted_confidence_score,corrected_category,corrected_strike_type,is_valid_strike,notes,created_at,model_suggested_strike_type,model_prediction_confidence,model_top_3_predictions
Andus - Hop Step_compressed.mp4,single_athlete_training,53,data\processed\clips\Andus - Hop Step_compressed\event_053_punch_candidate_left_wrist_t63p39.mp4,punch_candidate,left_wrist,0.7653,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.286667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.286667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.286667}, {""strike_type"": ""hopaxe_kick"", ""probability"": 0.26}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,55,data\processed\clips\Andus - Hop Step_compressed\event_055_punch_candidate_left_wrist_t126p78.mp4,punch_candidate,left_wrist,0.6435,false_positive,unknown,False,,2026-04-29T19:13:32,roundhouse_kick,0.463333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.463333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.203333}, {""strike_type"": ""back_kick"", ""probability"": 0.143333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,57,data\processed\clips\Andus - Hop Step_compressed\event_057_punch_candidate_left_wrist_t160p28.mp4,punch_candidate,left_wrist,0.7324,false_positive,unknown,False,,2026-04-29T19:13:32,roundhouse_kick,0.463333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.463333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.196667}, {""strike_type"": ""hopaxe_kick"", ""probability"": 0.13}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,64,data\processed\clips\Andus - Hop Step_compressed\event_064_punch_candidate_left_wrist_t213p04.mp4,punch_candidate,left_wrist,0.8123,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.43,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.43}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.24}, {""strike_type"": ""axe_kick"", ""probability"": 0.126667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,65,data\processed\clips\Andus - Hop Step_compressed\event_065_punch_candidate_left_wrist_t214p24.mp4,punch_candidate,left_wrist,0.9506,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.636667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.636667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.106667}, {""strike_type"": ""axe_kick"", ""probability"": 0.076667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,68,data\processed\clips\Andus - Hop Step_compressed\event_068_punch_candidate_left_wrist_t222p46.mp4,punch_candidate,left_wrist,0.4663,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.533333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.533333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.243333}, {""strike_type"": ""back_kick"", ""probability"": 0.143333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,69,data\processed\clips\Andus - Hop Step_compressed\event_069_punch_candidate_left_wrist_t236p51.mp4,punch_candidate,left_wrist,0.7458,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.416667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.416667}, {""strike_type"": ""hopaxe_kick"", ""probability"": 0.17}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.136667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,72,data\processed\clips\Andus - Hop Step_compressed\event_072_kick_candidate_right_ankle_t0p60.mp4,kick_candidate,right_ankle,0.8899,false_positive,unknown,False,,2026-04-29T19:13:32,axe_kick,0.29,"[{""strike_type"": ""axe_kick"", ""probability"": 0.29}, {""strike_type"": ""roundhouse_kick"", ""probability"": 0.253333}, {""strike_type"": ""back_kick"", ""probability"": 0.18}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,73,data\processed\clips\Andus - Hop Step_compressed\event_073_kick_candidate_right_ankle_t2p21.mp4,kick_candidate,right_ankle,0.8709,false_positive,unknown,False,,2026-04-29T19:13:32,axe_kick,0.273333,"[{""strike_type"": ""axe_kick"", ""probability"": 0.273333}, {""strike_type"": ""roundhouse_kick"", ""probability"": 0.27}, {""strike_type"": ""back_kick"", ""probability"": 0.18}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,74,data\processed\clips\Andus - Hop Step_compressed\event_074_kick_candidate_right_ankle_t3p01.mp4,kick_candidate,right_ankle,0.7356,false_positive,unknown,False,,2026-04-29T19:13:32,roundhouse_kick,0.336667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.336667}, {""strike_type"": ""axe_kick"", ""probability"": 0.263333}, {""strike_type"": ""back_kick"", ""probability"": 0.126667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,75,data\processed\clips\Andus - Hop Step_compressed\event_075_kick_candidate_right_ankle_t9p63.mp4,kick_candidate,right_ankle,0.8688,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.636667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.636667}, {""strike_type"": ""back_kick"", ""probability"": 0.133333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.106667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,77,data\processed\clips\Andus - Hop Step_compressed\event_077_kick_candidate_right_ankle_t16p05.mp4,kick_candidate,right_ankle,0.9676,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.64,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.64}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.126667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.113333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,78,data\processed\clips\Andus - Hop Step_compressed\event_078_kick_candidate_right_ankle_t19p46.mp4,kick_candidate,right_ankle,0.9466,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.64,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.64}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.143333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.1}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,79,data\processed\clips\Andus - Hop Step_compressed\event_079_kick_candidate_right_ankle_t22p27.mp4,kick_candidate,right_ankle,0.8085,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.596667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.596667}, {""strike_type"": ""axe_kick"", ""probability"": 0.11}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.1}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,82,data\processed\clips\Andus - Hop Step_compressed\event_082_kick_candidate_right_ankle_t32p30.mp4,kick_candidate,right_ankle,0.9665,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.72,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.72}, {""strike_type"": ""back_kick"", ""probability"": 0.106667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.09}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,86,data\processed\clips\Andus - Hop Step_compressed\event_086_kick_candidate_right_ankle_t47p74.mp4,kick_candidate,right_ankle,0.9648,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.68,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.68}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.103333}, {""strike_type"": ""axe_kick"", ""probability"": 0.08}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,88,data\processed\clips\Andus - Hop Step_compressed\event_088_kick_candidate_right_ankle_t55p17.mp4,kick_candidate,right_ankle,0.9211,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.716667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.716667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.153333}, {""strike_type"": ""back_kick"", ""probability"": 0.06}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,90,data\processed\clips\Andus - Hop Step_compressed\event_090_kick_candidate_right_ankle_t74p02.mp4,kick_candidate,right_ankle,0.8238,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.53,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.53}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.15}, {""strike_type"": ""back_kick"", ""probability"": 0.146667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,92,data\processed\clips\Andus - Hop Step_compressed\event_092_kick_candidate_right_ankle_t93p68.mp4,kick_candidate,right_ankle,0.9266,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.5,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.5}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.203333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.133333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,93,data\processed\clips\Andus - Hop Step_compressed\event_093_kick_candidate_right_ankle_t97p69.mp4,kick_candidate,right_ankle,0.9582,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.383333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.383333}, {""strike_type"": ""axe_kick"", ""probability"": 0.243333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.196667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,96,data\processed\clips\Andus - Hop Step_compressed\event_096_kick_candidate_right_ankle_t110p53.mp4,kick_candidate,right_ankle,0.8986,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.483333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.483333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.17}, {""strike_type"": ""axe_kick"", ""probability"": 0.146667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,97,data\processed\clips\Andus - Hop Step_compressed\event_097_kick_candidate_right_ankle_t119p56.mp4,kick_candidate,right_ankle,0.9493,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.566667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.566667}, {""strike_type"": ""back_kick"", ""probability"": 0.103333}, {""strike_type"": ""axe_kick"", ""probability"": 0.086667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,98,data\processed\clips\Andus - Hop Step_compressed\event_098_kick_candidate_right_ankle_t123p77.mp4,kick_candidate,right_ankle,0.7217,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.476667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.476667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.16}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.146667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,99,data\processed\clips\Andus - Hop Step_compressed\event_099_kick_candidate_right_ankle_t129p79.mp4,kick_candidate,right_ankle,0.9874,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.726667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.726667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.083333}, {""strike_type"": ""back_kick"", ""probability"": 0.066667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,100,data\processed\clips\Andus - Hop Step_compressed\event_100_kick_candidate_right_ankle_t136p61.mp4,kick_candidate,right_ankle,0.9889,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.673333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.673333}, {""strike_type"": ""axe_kick"", ""probability"": 0.12}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.073333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,102,data\processed\clips\Andus - Hop Step_compressed\event_102_kick_candidate_right_ankle_t144p23.mp4,kick_candidate,right_ankle,0.9809,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.72,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.72}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.12}, {""strike_type"": ""back_kick"", ""probability"": 0.07}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,103,data\processed\clips\Andus - Hop Step_compressed\event_103_kick_candidate_right_ankle_t152p26.mp4,kick_candidate,right_ankle,0.9848,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.706667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.706667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.13}, {""strike_type"": ""back_kick"", ""probability"": 0.08}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,104,data\processed\clips\Andus - Hop Step_compressed\event_104_kick_candidate_right_ankle_t161p48.mp4,kick_candidate,right_ankle,0.9889,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.596667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.596667}, {""strike_type"": ""axe_kick"", ""probability"": 0.15}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.093333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,105,data\processed\clips\Andus - Hop Step_compressed\event_105_kick_candidate_right_ankle_t165p70.mp4,kick_candidate,right_ankle,0.879,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.64,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.64}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.13}, {""strike_type"": ""axe_kick"", ""probability"": 0.093333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,106,data\processed\clips\Andus - Hop Step_compressed\event_106_kick_candidate_right_ankle_t169p51.mp4,kick_candidate,right_ankle,0.9575,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.763333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.763333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.093333}, {""strike_type"": ""back_kick"", ""probability"": 0.076667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,107,data\processed\clips\Andus - Hop Step_compressed\event_107_kick_candidate_right_ankle_t176p53.mp4,kick_candidate,right_ankle,0.9896,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.743333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.743333}, {""strike_type"": ""axe_kick"", ""probability"": 0.083333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.076667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,108,data\processed\clips\Andus - Hop Step_compressed\event_108_kick_candidate_right_ankle_t183p35.mp4,kick_candidate,right_ankle,0.9684,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.596667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.596667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.156667}, {""strike_type"": ""back_kick"", ""probability"": 0.096667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,109,data\processed\clips\Andus - Hop Step_compressed\event_109_kick_candidate_right_ankle_t191p17.mp4,kick_candidate,right_ankle,0.9892,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.786667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.786667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.073333}, {""strike_type"": ""back_kick"", ""probability"": 0.05}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,110,data\processed\clips\Andus - Hop Step_compressed\event_110_kick_candidate_right_ankle_t197p19.mp4,kick_candidate,right_ankle,0.9885,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.71,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.71}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.103333}, {""strike_type"": ""back_kick"", ""probability"": 0.09}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,111,data\processed\clips\Andus - Hop Step_compressed\event_111_kick_candidate_right_ankle_t201p60.mp4,kick_candidate,right_ankle,0.9844,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.763333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.763333}, {""strike_type"": ""axe_kick"", ""probability"": 0.093333}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.08}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,112,data\processed\clips\Andus - Hop Step_compressed\event_112_kick_candidate_right_ankle_t205p41.mp4,kick_candidate,right_ankle,0.9847,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.586667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.586667}, {""strike_type"": ""axe_kick"", ""probability"": 0.176667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.11}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,113,data\processed\clips\Andus - Hop Step_compressed\event_113_kick_candidate_right_ankle_t209p63.mp4,kick_candidate,right_ankle,0.9715,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.71,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.71}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.086667}, {""strike_type"": ""back_kick"", ""probability"": 0.073333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,114,data\processed\clips\Andus - Hop Step_compressed\event_114_kick_candidate_right_ankle_t213p64.mp4,kick_candidate,right_ankle,0.8246,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.473333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.473333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.15}, {""strike_type"": ""axe_kick"", ""probability"": 0.136667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,116,data\processed\clips\Andus - Hop Step_compressed\event_116_kick_candidate_right_ankle_t225p67.mp4,kick_candidate,right_ankle,0.972,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.68,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.68}, {""strike_type"": ""axe_kick"", ""probability"": 0.1}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.083333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,117,data\processed\clips\Andus - Hop Step_compressed\event_117_kick_candidate_right_ankle_t229p49.mp4,kick_candidate,right_ankle,0.9903,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.72,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.72}, {""strike_type"": ""axe_kick"", ""probability"": 0.116667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.06}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,118,data\processed\clips\Andus - Hop Step_compressed\event_118_kick_candidate_right_ankle_t233p50.mp4,kick_candidate,right_ankle,0.9903,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.6,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.6}, {""strike_type"": ""axe_kick"", ""probability"": 0.17}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.09}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,119,data\processed\clips\Andus - Hop Step_compressed\event_119_kick_candidate_right_ankle_t237p11.mp4,kick_candidate,right_ankle,0.9091,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.546667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.546667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.13}, {""strike_type"": ""axe_kick"", ""probability"": 0.1}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,120,data\processed\clips\Andus - Hop Step_compressed\event_120_kick_candidate_right_ankle_t243p73.mp4,kick_candidate,right_ankle,0.8904,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.68,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.68}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.126667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.086667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,121,data\processed\clips\Andus - Hop Step_compressed\event_121_kick_candidate_right_ankle_t244p73.mp4,kick_candidate,right_ankle,0.7465,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.736667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.736667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.126667}, {""strike_type"": ""back_kick"", ""probability"": 0.073333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,122,data\processed\clips\Andus - Hop Step_compressed\event_122_kick_candidate_right_ankle_t247p34.mp4,kick_candidate,right_ankle,0.9867,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.67,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.67}, {""strike_type"": ""axe_kick"", ""probability"": 0.096667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.086667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,123,data\processed\clips\Andus - Hop Step_compressed\event_123_kick_candidate_right_ankle_t250p95.mp4,kick_candidate,right_ankle,0.992,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.546667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.546667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.17}, {""strike_type"": ""axe_kick"", ""probability"": 0.133333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,127,data\processed\clips\Andus - Hop Step_compressed\event_127_punch_candidate_right_wrist_t0p60.mp4,punch_candidate,right_wrist,0.8775,false_positive,unknown,False,,2026-04-29T19:13:32,axe_kick,0.306667,"[{""strike_type"": ""axe_kick"", ""probability"": 0.306667}, {""strike_type"": ""roundhouse_kick"", ""probability"": 0.253333}, {""strike_type"": ""back_kick"", ""probability"": 0.176667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,128,data\processed\clips\Andus - Hop Step_compressed\event_128_punch_candidate_right_wrist_t4p22.mp4,punch_candidate,right_wrist,0.486,false_positive,unknown,False,,2026-04-29T19:13:32,roundhouse_kick,0.4,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.4}, {""strike_type"": ""axe_kick"", ""probability"": 0.146667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.133333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,132,data\processed\clips\Andus - Hop Step_compressed\event_132_punch_candidate_right_wrist_t132p80.mp4,punch_candidate,right_wrist,0.7267,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.726667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.726667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.09}, {""strike_type"": ""back_kick"", ""probability"": 0.083333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,133,data\processed\clips\Andus - Hop Step_compressed\event_133_punch_candidate_right_wrist_t140p22.mp4,punch_candidate,right_wrist,0.8164,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.686667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.686667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.103333}, {""strike_type"": ""back_kick"", ""probability"": 0.1}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,135,data\processed\clips\Andus - Hop Step_compressed\event_135_punch_candidate_right_wrist_t147p64.mp4,punch_candidate,right_wrist,0.7358,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.596667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.596667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.123333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.11}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,136,data\processed\clips\Andus - Hop Step_compressed\event_136_punch_candidate_right_wrist_t152p06.mp4,punch_candidate,right_wrist,0.7725,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.67,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.67}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.113333}, {""strike_type"": ""back_kick"", ""probability"": 0.103333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,137,data\processed\clips\Andus - Hop Step_compressed\event_137_punch_candidate_right_wrist_t182p95.mp4,punch_candidate,right_wrist,0.7784,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.553333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.553333}, {""strike_type"": ""back_kick"", ""probability"": 0.13}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.123333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,139,data\processed\clips\Andus - Hop Step_compressed\event_139_punch_candidate_right_wrist_t205p21.mp4,punch_candidate,right_wrist,0.8394,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.556667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.556667}, {""strike_type"": ""axe_kick"", ""probability"": 0.23}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.083333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,140,data\processed\clips\Andus - Hop Step_compressed\event_140_punch_candidate_right_wrist_t213p44.mp4,punch_candidate,right_wrist,0.9481,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.403333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.403333}, {""strike_type"": ""axe_kick"", ""probability"": 0.18}, {""strike_type"": ""back_kick"", ""probability"": 0.16}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,141,data\processed\clips\Andus - Hop Step_compressed\event_141_punch_candidate_right_wrist_t214p64.mp4,punch_candidate,right_wrist,0.8157,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.57,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.57}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.12}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.106667}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,142,data\processed\clips\Andus - Hop Step_compressed\event_142_punch_candidate_right_wrist_t221p46.mp4,punch_candidate,right_wrist,0.772,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.553333,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.553333}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.16}, {""strike_type"": ""back_kick"", ""probability"": 0.083333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,143,data\processed\clips\Andus - Hop Step_compressed\event_143_punch_candidate_right_wrist_t233p30.mp4,punch_candidate,right_wrist,0.693,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.606667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.606667}, {""strike_type"": ""axe_kick"", ""probability"": 0.136667}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.083333}]"
Andus - Hop Step_compressed.mp4,single_athlete_training,144,data\processed\clips\Andus - Hop Step_compressed\event_144_punch_candidate_right_wrist_t237p11.mp4,punch_candidate,right_wrist,0.7465,kick,hopstep_kick,True,,2026-04-29T19:13:32,roundhouse_kick,0.546667,"[{""strike_type"": ""roundhouse_kick"", ""probability"": 0.546667}, {""strike_type"": ""spinninghook_kick"", ""probability"": 0.12}, {""strike_type"": ""hopstep_kick"", ""probability"": 0.103333}]"
