video_filename,analysis_mode,event_id,clip_path,duration_seconds,predicted_confidence_score,predicted_primary_limb,predicted_category,average_visibility_score_mean,pose_lost_frame_count,pose_lost_ratio,corrected_category,corrected_strike_type,coarse_strike_type,left_wrist_max_speed,left_wrist_mean_speed,left_wrist_total_distance,left_wrist_x_displacement,left_wrist_y_displacement,left_wrist_max_x,left_wrist_min_x,left_wrist_max_y,left_wrist_min_y,left_wrist_range_x,left_wrist_range_y,right_wrist_max_speed,right_wrist_mean_speed,right_wrist_total_distance,right_wrist_x_displacement,right_wrist_y_displacement,right_wrist_max_x,right_wrist_min_x,right_wrist_max_y,right_wrist_min_y,right_wrist_range_x,right_wrist_range_y,left_elbow_max_speed,left_elbow_mean_speed,left_elbow_total_distance,left_elbow_x_displacement,left_elbow_y_displacement,left_elbow_max_x,left_elbow_min_x,left_elbow_max_y,left_elbow_min_y,left_elbow_range_x,left_elbow_range_y,right_elbow_max_speed,right_elbow_mean_speed,right_elbow_total_distance,right_elbow_x_displacement,right_elbow_y_displacement,right_elbow_max_x,right_elbow_min_x,right_elbow_max_y,right_elbow_min_y,right_elbow_range_x,right_elbow_range_y,left_ankle_max_speed,left_ankle_mean_speed,left_ankle_total_distance,left_ankle_x_displacement,left_ankle_y_displacement,left_ankle_max_x,left_ankle_min_x,left_ankle_max_y,left_ankle_min_y,left_ankle_range_x,left_ankle_range_y,right_ankle_max_speed,right_ankle_mean_speed,right_ankle_total_distance,right_ankle_x_displacement,right_ankle_y_displacement,right_ankle_max_x,right_ankle_min_x,right_ankle_max_y,right_ankle_min_y,right_ankle_range_x,right_ankle_range_y,left_knee_max_speed,left_knee_mean_speed,left_knee_total_distance,left_knee_x_displacement,left_knee_y_displacement,left_knee_max_x,left_knee_min_x,left_knee_max_y,left_knee_min_y,left_knee_range_x,left_knee_range_y,right_knee_max_speed,right_knee_mean_speed,right_knee_total_distance,right_knee_x_displacement,right_knee_y_displacement,right_knee_max_x,right_knee_min_x,right_knee_max_y,right_knee_min_y,right_knee_range_x,right_knee_range_y,left_hip_max_speed,left_hip_mean_speed,left_hip_total_distance,left_hip_x_displacement,left_hip_y_displacement,left_hip_max_x,left_hip_min_x,left_hip_max_y,left_hip_min_y,left_hip_range_x,left_hip_range_y,right_hip_max_speed,right_hip_mean_speed,right_hip_total_distance,right_hip_x_displacement,right_hip_y_displacement,right_hip_max_x,right_hip_min_x,right_hip_max_y,right_hip_min_y,right_hip_range_x,right_hip_range_y,left_shoulder_max_speed,left_shoulder_mean_speed,left_shoulder_total_distance,left_shoulder_x_displacement,left_shoulder_y_displacement,left_shoulder_max_x,left_shoulder_min_x,left_shoulder_max_y,left_shoulder_min_y,left_shoulder_range_x,left_shoulder_range_y,right_shoulder_max_speed,right_shoulder_mean_speed,right_shoulder_total_distance,right_shoulder_x_displacement,right_shoulder_y_displacement,right_shoulder_max_x,right_shoulder_min_x,right_shoulder_max_y,right_shoulder_min_y,right_shoulder_range_x,right_shoulder_range_y
Andus - Tornado Kick_compressed.mp4,single_athlete_training,100,data\processed\clips\Andus - Tornado Kick_compressed\event_100_kick_candidate_right_ankle_t112p00.mp4,0.601,0.9804,right_ankle,kick_candidate,0.902867,0,0.0,kick,tornado_kick,spinning_kicks,0.609395,0.202348,0.243267,0.011883,0.143792,0.599472,0.546619,0.709195,0.53336,0.052853,0.175836,0.33145,0.173597,0.208702,0.011503,0.152497,0.578133,0.508907,0.643786,0.491289,0.069226,0.152497,0.361577,0.147992,0.177902,-0.005403,0.065045,0.628066,0.585586,0.65385,0.547453,0.04248,0.106397,0.318054,0.143775,0.172844,0.024351,0.088558,0.598468,0.532502,0.609134,0.510571,0.065967,0.098562,0.883811,0.275082,0.330733,0.136739,0.152211,0.617795,0.481056,0.992606,0.785415,0.136739,0.207191,1.922198,0.664544,0.79892,-0.000194,-0.009943,0.61227,0.421869,0.925265,0.590403,0.190402,0.334862,0.8375,0.243004,0.292152,0.072465,0.155809,0.581213,0.508748,0.860175,0.651937,0.072465,0.208238,1.041412,0.404276,0.486028,0.030717,-0.008395,0.597055,0.453762,0.803769,0.60962,0.143293,0.194148,0.212581,0.118022,0.141877,-0.001645,0.005784,0.591253,0.540125,0.73287,0.683956,0.051128,0.048914,0.231109,0.122422,0.147168,-0.017754,-0.004103,0.585334,0.512602,0.695318,0.670078,0.072732,0.02524,0.202164,0.098429,0.118326,-0.019116,0.027479,0.633464,0.600262,0.575392,0.508459,0.033201,0.066932,0.210232,0.097877,0.117669,-0.013138,0.031584,0.608603,0.560269,0.55125,0.497979,0.048334,0.053271
Andus - Tornado Kick_compressed.mp4,single_athlete_training,102,data\processed\clips\Andus - Tornado Kick_compressed\event_102_kick_candidate_right_ankle_t116p81.mp4,0.601,0.9747,right_ankle,kick_candidate,0.871017,0,0.0,kick,tornado_kick,spinning_kicks,0.672892,0.206479,0.248237,-0.010937,0.151684,0.606456,0.559135,0.714576,0.547061,0.047321,0.167516,0.396646,0.206547,0.248307,0.024361,0.181159,0.589006,0.511101,0.683885,0.502726,0.077905,0.181159,0.360805,0.123338,0.148273,-0.038946,0.075202,0.646443,0.606011,0.648585,0.548175,0.040432,0.10041,0.188445,0.115719,0.139116,0.045327,0.100145,0.603306,0.542907,0.600506,0.500361,0.060399,0.100145,0.936561,0.246832,0.296776,0.123502,0.193488,0.610287,0.486785,0.986715,0.786827,0.123502,0.199888,1.865661,0.706175,0.848987,0.019439,0.049169,0.617289,0.429252,0.966279,0.582142,0.188036,0.384137,0.91953,0.22036,0.264936,0.075148,0.200416,0.586031,0.510883,0.851595,0.643469,0.075148,0.208125,0.960398,0.410104,0.493036,0.046217,0.04955,0.601434,0.471132,0.841123,0.607904,0.130302,0.233219,0.170649,0.081811,0.098349,0.001694,0.040169,0.60019,0.563356,0.72107,0.67667,0.036834,0.0444,0.181032,0.091437,0.109923,-0.003493,0.026721,0.581758,0.53136,0.704468,0.676575,0.050398,0.027893,0.182266,0.086767,0.104308,-0.027979,0.025508,0.638312,0.604005,0.55498,0.499851,0.034306,0.05513,0.1692,0.063813,0.07672,0.004611,0.026872,0.605275,0.570012,0.521364,0.494491,0.035263,0.026872
Andus - Tornado Kick_compressed.mp4,single_athlete_training,104,data\processed\clips\Andus - Tornado Kick_compressed\event_104_kick_candidate_right_ankle_t120p61.mp4,0.8014,0.9673,right_ankle,kick_candidate,0.8376,0,0.0,kick,tornado_kick,spinning_kicks,0.608072,0.330013,0.462899,-0.054372,-0.000884,0.604343,0.532508,0.727108,0.532154,0.071835,0.194954,0.790083,0.249758,0.350314,-0.113024,0.007802,0.647049,0.477771,0.663877,0.541546,0.169279,0.12233,0.473423,0.191921,0.269165,-0.013426,-0.023868,0.637823,0.569017,0.644653,0.549506,0.068807,0.095147,0.718292,0.181484,0.254552,-0.10763,-0.032624,0.658718,0.508249,0.642133,0.560128,0.150469,0.082005,0.738509,0.229255,0.321503,0.031983,0.091617,0.583955,0.504234,0.998021,0.827954,0.079721,0.170067,1.057499,0.565952,0.793768,-0.044819,-0.16371,0.614249,0.436442,0.989852,0.640575,0.177807,0.349277,1.042022,0.281156,0.39429,-0.005374,0.084214,0.568922,0.523339,0.865479,0.638666,0.045583,0.226813,1.067655,0.383828,0.538384,-0.058658,-0.095263,0.615241,0.463464,0.858555,0.654183,0.151776,0.204372,0.377211,0.139799,0.19606,-0.046777,-0.021465,0.614866,0.544527,0.729825,0.658115,0.070339,0.07171,0.514108,0.149898,0.210248,-0.09155,-0.052055,0.643043,0.513683,0.741953,0.66661,0.129359,0.075342,0.330837,0.122089,0.171222,-0.031825,-0.010968,0.63234,0.572722,0.561266,0.499044,0.059617,0.062222,0.437564,0.125595,0.176155,-0.104232,-0.011401,0.655898,0.532826,0.555719,0.509185,0.123072,0.046533
Andus - Tornado Kick_compressed.mp4,single_athlete_training,105,data\processed\clips\Andus - Tornado Kick_compressed\event_105_kick_candidate_right_ankle_t131p03.mp4,0.601,0.9772,right_ankle,kick_candidate,0.885967,0,0.0,kick,tornado_kick,spinning_kicks,0.4675,0.192517,0.23144,-0.056847,0.128722,0.596311,0.53291,0.695237,0.544531,0.063402,0.150706,0.332636,0.190201,0.228657,-0.05019,0.134176,0.547011,0.463552,0.673543,0.539367,0.083459,0.134176,0.40909,0.121009,0.145457,-0.087772,0.083176,0.635111,0.547339,0.636378,0.548364,0.087772,0.088014,0.200844,0.099199,0.119254,-0.043409,0.069097,0.545327,0.489907,0.618225,0.543928,0.05542,0.074297,0.786666,0.219614,0.26404,0.073654,0.144032,0.542183,0.468529,0.973281,0.786562,0.073654,0.18672,1.943219,0.613196,0.737234,-0.060421,-0.033861,0.593604,0.415171,0.937329,0.591193,0.178433,0.346137,0.665461,0.204684,0.246079,0.024313,0.147724,0.533438,0.508157,0.850376,0.662939,0.025281,0.187436,0.99725,0.359444,0.432129,-0.032219,-0.017263,0.553247,0.433071,0.810373,0.622714,0.120177,0.187659,0.18925,0.089945,0.108127,-0.052199,0.01554,0.580757,0.521823,0.725534,0.680262,0.058934,0.045273,0.228895,0.075346,0.09058,-0.063232,-0.002133,0.568856,0.495462,0.685365,0.671659,0.073394,0.013707,0.277548,0.106004,0.12742,-0.074856,0.034587,0.61331,0.538454,0.570502,0.513914,0.074856,0.056589,0.169665,0.073844,0.088773,-0.071687,0.01878,0.580669,0.508983,0.552572,0.521419,0.071687,0.031153
Andus - Tornado Kick_compressed.mp4,single_athlete_training,107,data\processed\clips\Andus - Tornado Kick_compressed\event_107_kick_candidate_right_ankle_t136p04.mp4,0.6011,0.9753,right_ankle,kick_candidate,0.8761,0,0.0,kick,tornado_kick,spinning_kicks,0.582232,0.226183,0.271911,-0.0159,0.099484,0.579462,0.513455,0.698177,0.541686,0.066007,0.156491,0.530385,0.199351,0.239601,-0.133466,0.034214,0.605655,0.459849,0.651645,0.552823,0.145806,0.098823,0.469261,0.144654,0.173897,-0.027673,0.037714,0.618751,0.549903,0.646493,0.565553,0.068848,0.08094,0.676996,0.189386,0.227633,-0.12962,-0.010669,0.626608,0.488011,0.624332,0.551346,0.138597,0.072987,0.539671,0.231985,0.27885,-0.074289,0.201238,0.563133,0.479822,0.970978,0.750927,0.083311,0.220052,1.048884,0.591497,0.711014,-0.065185,-0.061048,0.593318,0.421864,0.974693,0.634898,0.171453,0.339795,0.538639,0.190222,0.228671,-0.06251,0.087891,0.568133,0.498672,0.845435,0.701522,0.069461,0.143912,0.924337,0.394402,0.474064,-0.08255,-0.036654,0.597708,0.433679,0.838484,0.624424,0.16403,0.214059,0.385098,0.147693,0.177537,-0.087177,-0.005805,0.605213,0.514844,0.722393,0.6561,0.090369,0.066293,0.429885,0.15983,0.192112,-0.115855,-0.02855,0.620238,0.48515,0.717236,0.651934,0.135089,0.065302,0.350005,0.139648,0.167875,-0.060014,0.00518,0.609155,0.536299,0.578591,0.512444,0.072856,0.066147,0.417045,0.136823,0.164464,-0.121217,-0.018426,0.628696,0.507479,0.557127,0.509941,0.121217,0.047187
Andus - Tornado Kick_compressed.mp4,single_athlete_training,109,data\processed\clips\Andus - Tornado Kick_compressed\event_109_kick_candidate_right_ankle_t141p25.mp4,0.4007,0.9195,right_ankle,kick_candidate,0.87046,0,0.0,kick,tornado_kick,spinning_kicks,0.468624,0.19063,0.190942,-0.028279,0.155469,0.592716,0.543486,0.695894,0.540425,0.049229,0.155469,0.244067,0.161225,0.161501,0.003347,0.085342,0.552509,0.510834,0.666732,0.58139,0.041675,0.085342,0.414671,0.134378,0.134597,-0.050106,0.049284,0.62822,0.568376,0.656667,0.579764,0.059844,0.076903,0.357543,0.148284,0.148535,0.009159,0.023643,0.577001,0.544687,0.659407,0.589104,0.032314,0.070303,1.223168,0.379813,0.380515,0.084006,0.345512,0.555196,0.47119,0.977248,0.62303,0.084006,0.354218,0.953448,0.411082,0.411761,0.048457,-0.011165,0.57244,0.430928,0.949556,0.782785,0.141512,0.166771,0.599225,0.213977,0.214341,0.00512,0.177066,0.556566,0.519743,0.836204,0.650028,0.036823,0.186176,0.262581,0.138423,0.138656,0.02713,0.015019,0.563399,0.49339,0.809059,0.763583,0.070009,0.045476,0.320489,0.110713,0.1109,-0.037204,0.043395,0.601636,0.548473,0.733985,0.674961,0.053163,0.059024,0.228136,0.110753,0.110941,-0.014739,0.021076,0.584953,0.528889,0.711665,0.68093,0.056063,0.030735,0.303164,0.132835,0.133053,-0.058448,0.009,0.634321,0.575873,0.581017,0.52107,0.058448,0.059947,0.184571,0.07448,0.074605,-0.002061,0.008403,0.584648,0.56798,0.563084,0.528859,0.016668,0.034225
Andus - Tornado Kick_compressed.mp4,single_athlete_training,111,data\processed\clips\Andus - Tornado Kick_compressed\event_111_kick_candidate_right_ankle_t146p66.mp4,0.8014,0.9738,right_ankle,kick_candidate,0.868557,0,0.0,kick,tornado_kick,spinning_kicks,0.435954,0.218654,0.306642,-0.029832,0.083206,0.582487,0.519701,0.696909,0.536368,0.062785,0.160541,0.541225,0.207993,0.291689,-0.07029,0.09305,0.583784,0.461792,0.665305,0.551169,0.121992,0.114136,0.520391,0.130384,0.182841,-0.045606,0.02426,0.631723,0.561114,0.643773,0.556513,0.07061,0.08726,0.485744,0.1707,0.239407,-0.092964,0.027053,0.613366,0.490387,0.632819,0.554132,0.122979,0.078688,0.534311,0.203743,0.285734,-0.008243,0.158817,0.56387,0.491897,0.985311,0.80017,0.071973,0.18514,1.276545,0.525736,0.737329,-0.081607,-0.047945,0.626798,0.408242,0.989812,0.659698,0.218556,0.330115,0.535549,0.136996,0.192105,-0.004146,0.099392,0.552851,0.509891,0.854872,0.731196,0.04296,0.123676,1.282772,0.362078,0.507822,-0.080692,-0.036667,0.620354,0.453119,0.853229,0.622979,0.167235,0.23025,0.383872,0.115421,0.161864,-0.057974,-0.002154,0.605586,0.530275,0.728561,0.6647,0.075311,0.063862,0.528861,0.151485,0.212471,-0.096324,-0.031266,0.626923,0.496065,0.719149,0.641745,0.130858,0.077404,0.364255,0.11442,0.160459,-0.058983,0.004999,0.621208,0.54977,0.563512,0.498826,0.071439,0.064686,0.450374,0.133882,0.187778,-0.107132,-0.007993,0.634991,0.509442,0.547105,0.497207,0.125549,0.049898
Andus - Tornado Kick_compressed.mp4,single_athlete_training,112,data\processed\clips\Andus - Tornado Kick_compressed\event_112_kick_candidate_right_ankle_t156p28.mp4,0.2003,0.8269,right_ankle,kick_candidate,0.878425,0,0.0,kick,tornado_kick,spinning_kicks,0.300697,0.15651,0.125438,-0.033345,0.064317,0.555335,0.518251,0.651608,0.563426,0.037084,0.088182,0.417413,0.193677,0.15521,-0.072937,0.01403,0.527544,0.454607,0.646131,0.570734,0.072937,0.075397,0.360433,0.115552,0.09259,-0.031807,0.060959,0.589032,0.550495,0.650646,0.580545,0.038536,0.0701,0.283616,0.163178,0.130775,-0.052441,0.008179,0.529407,0.476966,0.632031,0.575273,0.052441,0.056759,0.289318,0.16346,0.131003,-0.002776,0.127732,0.498087,0.48218,0.945175,0.817443,0.015907,0.127732,1.49461,0.474373,0.380231,-0.173046,-0.245358,0.578855,0.405808,0.920626,0.642205,0.173046,0.278422,0.418898,0.204546,0.163923,-0.009327,0.124453,0.528815,0.497113,0.847643,0.70806,0.031702,0.139582,1.056145,0.397312,0.318453,-0.124788,-0.101408,0.552807,0.428019,0.794087,0.597699,0.124788,0.196388,0.291728,0.125546,0.100608,-0.05364,0.019017,0.56307,0.50943,0.726554,0.674782,0.05364,0.051772,0.278878,0.135779,0.108822,-0.079204,-0.013442,0.556651,0.477446,0.697836,0.657658,0.079204,0.040178,0.252237,0.106693,0.0855,-0.024445,0.017625,0.578531,0.554087,0.584897,0.535831,0.024445,0.049066,0.243157,0.134882,0.108101,-0.049669,-0.00901,0.552628,0.502959,0.567934,0.52696,0.049669,0.040975
Andus - Tornado Kick_compressed.mp4,single_athlete_training,113,data\processed\clips\Andus - Tornado Kick_compressed\event_113_kick_candidate_right_ankle_t156p88.mp4,0.2004,0.7417,right_ankle,kick_candidate,0.88885,0,0.0,kick,tornado_kick,spinning_kicks,0.291982,0.117875,0.094451,0.009048,0.030315,0.543856,0.518251,0.706245,0.651608,0.025606,0.054637,0.291505,0.123899,0.099297,0.018483,0.060103,0.47309,0.443728,0.67806,0.60598,0.029361,0.072079,0.046771,0.026329,0.021099,-0.013542,-0.010243,0.550495,0.536953,0.641504,0.63126,0.013542,0.010243,0.09476,0.062099,0.049763,0.002568,0.022236,0.479534,0.460316,0.621851,0.599615,0.019218,0.022236,0.154329,0.05298,0.042452,0.029498,-0.02316,0.511678,0.481509,0.945175,0.922015,0.030169,0.02316,0.927253,0.304113,0.243679,0.087955,0.223165,0.493763,0.405808,0.898434,0.675269,0.087955,0.223165,0.08239,0.040651,0.032571,0.012591,-0.022507,0.509704,0.495806,0.832513,0.810006,0.013898,0.022507,0.563264,0.180765,0.144839,0.062986,0.108488,0.491005,0.428019,0.804695,0.692679,0.062986,0.112016,0.060931,0.025611,0.020521,0.006632,-0.015626,0.516062,0.506788,0.716054,0.700428,0.009274,0.015626,0.045632,0.031308,0.025088,0.012805,0.011248,0.490251,0.474347,0.69588,0.684394,0.015904,0.011486,0.084628,0.058778,0.0471,-0.029711,-0.026284,0.554087,0.524376,0.575993,0.549709,0.029711,0.026284,0.094697,0.041609,0.03334,-0.018138,-0.000116,0.502959,0.477517,0.551663,0.549021,0.025442,0.002642
Andus - Tornado Kick_compressed.mp4,single_athlete_training,117,data\processed\clips\Andus - Tornado Kick_compressed\event_117_kick_candidate_right_ankle_t175p51.mp4,0.4007,0.9424,right_ankle,kick_candidate,0.71588,0,0.0,kick,tornado_kick,spinning_kicks,0.560937,0.224083,0.22446,0.028686,0.142041,0.404861,0.363521,0.709606,0.567565,0.04134,0.142041,0.494332,0.157459,0.157717,0.052775,0.088573,0.427173,0.374399,0.631539,0.532598,0.052775,0.098941,0.362209,0.11243,0.11261,0.011717,0.065863,0.402429,0.372713,0.648103,0.571852,0.029716,0.076252,0.372649,0.118267,0.118461,0.049457,0.065883,0.448598,0.399141,0.631187,0.556862,0.049457,0.074324,0.885763,0.25259,0.253004,0.011304,0.203373,0.406585,0.364639,0.980458,0.768678,0.041945,0.21178,0.935737,0.43212,0.432849,0.099798,0.034879,0.458184,0.355591,0.93015,0.707863,0.102593,0.222287,0.653577,0.177675,0.177956,0.028905,0.126527,0.400644,0.354024,0.834886,0.704324,0.04662,0.130562,0.605637,0.28041,0.280879,0.087961,0.013945,0.445087,0.357127,0.805223,0.670106,0.087961,0.135117,0.219266,0.089035,0.089182,0.011609,0.046369,0.41922,0.377422,0.727598,0.681228,0.041798,0.046369,0.150111,0.093545,0.093704,0.046671,0.039607,0.448639,0.385376,0.729176,0.689569,0.063264,0.039607,0.391322,0.101766,0.101928,-0.016617,0.061362,0.422115,0.391838,0.55693,0.482627,0.030277,0.074303,0.32731,0.098409,0.098566,0.025252,0.057981,0.456243,0.427303,0.55469,0.489234,0.02894,0.065456
Andus - Tornado Kick_compressed.mp4,single_athlete_training,118,data\processed\clips\Andus - Tornado Kick_compressed\event_118_kick_candidate_right_ankle_t183p73.mp4,0.6011,0.9808,right_ankle,kick_candidate,0.903967,0,0.0,kick,tornado_kick,spinning_kicks,0.233732,0.139748,0.167979,-0.054737,0.061393,0.524841,0.465838,0.665018,0.563186,0.059003,0.101832,0.33747,0.147633,0.17747,-0.048591,0.082473,0.533695,0.45986,0.663132,0.566356,0.073835,0.096776,0.475067,0.142195,0.170945,-0.044664,0.049788,0.554689,0.492738,0.676341,0.577341,0.061951,0.098999,0.33425,0.137352,0.16511,-0.053305,0.035751,0.559159,0.481853,0.639568,0.582357,0.077306,0.057211,0.41425,0.133542,0.160535,-0.017038,0.144687,0.485327,0.462984,0.914766,0.764268,0.022343,0.150498,1.110787,0.474585,0.570451,-0.046425,-0.045539,0.543582,0.368135,0.929359,0.675764,0.175447,0.253596,0.298747,0.122456,0.1472,-0.020975,0.11359,0.496391,0.45545,0.814689,0.694159,0.040941,0.120531,0.880887,0.280168,0.33675,-0.064073,-0.029283,0.545426,0.42723,0.817565,0.666633,0.118195,0.150932,0.177995,0.076294,0.091714,-0.051428,-0.007287,0.534371,0.47602,0.709283,0.682534,0.058351,0.026749,0.410155,0.126969,0.15261,-0.069991,-0.02766,0.558089,0.460955,0.71266,0.65948,0.097134,0.05318,0.380266,0.140795,0.169256,-0.042828,0.020913,0.559644,0.500079,0.609531,0.535816,0.059565,0.073715,0.3034,0.103584,0.124509,-0.064301,0.007739,0.572984,0.499529,0.570386,0.531273,0.073455,0.039112
Andus - Tornado Kick_compressed.mp4,single_athlete_training,119,data\processed\clips\Andus - Tornado Kick_compressed\event_119_kick_candidate_right_ankle_t190p14.mp4,0.2004,0.8314,right_ankle,kick_candidate,0.909225,0,0.0,kick,tornado_kick,spinning_kicks,0.237096,0.105837,0.08482,-0.051784,0.031928,0.530532,0.478748,0.602913,0.558073,0.051784,0.04484,0.289326,0.192384,0.154167,-0.075037,0.066253,0.535927,0.46089,0.645674,0.547727,0.075037,0.097947,0.411838,0.126785,0.101621,-0.042981,0.077464,0.545621,0.502639,0.655203,0.571613,0.042981,0.08359,0.268198,0.134986,0.108177,-0.061426,0.05986,0.55081,0.488919,0.635532,0.568918,0.061891,0.066614,0.331422,0.163148,0.130748,-0.000339,0.128335,0.471,0.463449,0.902688,0.774353,0.007552,0.128335,1.516952,0.566573,0.453963,-0.08724,-0.186191,0.553433,0.372591,0.911241,0.64809,0.180842,0.263151,0.322033,0.155466,0.124584,-0.02766,0.116788,0.485361,0.456791,0.802599,0.685811,0.028571,0.116788,0.79198,0.320086,0.256469,-0.077544,-0.059678,0.540036,0.432217,0.793589,0.657495,0.107819,0.136094,0.179933,0.085826,0.068782,-0.057581,0.019601,0.54069,0.483109,0.707738,0.67964,0.057581,0.028098,0.2979,0.113207,0.090716,-0.07155,-0.015565,0.547418,0.475868,0.692799,0.657173,0.07155,0.035626,0.324775,0.121935,0.097727,-0.029951,0.054659,0.553518,0.521913,0.600991,0.527928,0.031604,0.073062,0.201656,0.102951,0.082503,-0.049996,0.025328,0.559717,0.505452,0.560273,0.525512,0.054264,0.034761
Andus - Tornado Kick_compressed.mp4,single_athlete_training,120,data\processed\clips\Andus - Tornado Kick_compressed\event_120_kick_candidate_right_ankle_t190p74.mp4,0.2003,0.7591,right_ankle,kick_candidate,0.896775,0,0.0,kick,tornado_kick,spinning_kicks,0.274166,0.132746,0.106389,0.023338,0.078322,0.502087,0.470606,0.689509,0.602913,0.031481,0.086596,0.358344,0.203556,0.163136,0.111809,0.060741,0.572699,0.46089,0.689253,0.61398,0.111809,0.075273,0.096069,0.042843,0.034341,0.006012,-0.030498,0.508651,0.502639,0.649077,0.618579,0.006012,0.030498,0.192835,0.093924,0.075281,0.075053,-0.004184,0.564437,0.489384,0.628778,0.624594,0.075053,0.004184,0.09861,0.042624,0.034164,0.02777,0.004779,0.498432,0.470662,0.910407,0.902688,0.02777,0.007719,0.775455,0.25546,0.204755,0.097034,0.179412,0.563226,0.466192,0.904461,0.72505,0.097034,0.179412,0.124058,0.067498,0.054098,0.053155,-0.001876,0.509945,0.456791,0.805473,0.800723,0.053155,0.00475,0.336829,0.155646,0.124746,0.086972,0.061294,0.549465,0.462493,0.799464,0.73391,0.086972,0.065553,0.074891,0.048515,0.038882,0.034268,-0.014746,0.517377,0.483109,0.707738,0.692992,0.034268,0.014746,0.117566,0.079587,0.063785,0.06139,0.014284,0.537258,0.475868,0.691519,0.677234,0.06139,0.014284,0.097675,0.049251,0.039473,-0.014323,-0.036336,0.521913,0.507591,0.582587,0.546252,0.014323,0.036336,0.083863,0.042665,0.034192,0.03391,-0.00414,0.543631,0.509721,0.559666,0.555526,0.03391,0.00414
Andus - Tornado Kick_compressed.mp4,single_athlete_training,121,data\processed\clips\Andus - Tornado Kick_compressed\event_121_kick_candidate_right_ankle_t199p35.mp4,0.6011,0.9813,right_ankle,kick_candidate,0.909333,0,0.0,kick,tornado_kick,spinning_kicks,0.271394,0.146743,0.176408,-0.031769,0.1408,0.508455,0.442149,0.688692,0.547891,0.066305,0.1408,0.305546,0.188242,0.226282,0.04921,0.153499,0.554556,0.463783,0.696868,0.543368,0.090773,0.153499,0.452577,0.111054,0.13352,-0.043766,0.045005,0.531086,0.47356,0.652867,0.574988,0.057526,0.07788,0.235088,0.122758,0.147581,0.034071,0.067138,0.550299,0.478797,0.626136,0.558437,0.071502,0.067698,0.597752,0.129791,0.156052,0.040273,0.140087,0.477061,0.436789,0.929422,0.787266,0.040273,0.142156,1.452825,0.563221,0.677155,0.017354,0.086339,0.545838,0.363632,0.942097,0.61578,0.182206,0.326318,0.528624,0.14864,0.17871,0.051571,0.124996,0.492341,0.44077,0.81787,0.690637,0.051571,0.127232,0.780213,0.313617,0.377041,0.014303,0.044299,0.531788,0.42237,0.816539,0.648144,0.109418,0.168396,0.129387,0.080071,0.096266,-6.7e-05,0.020276,0.501027,0.464407,0.717682,0.686429,0.03662,0.031253,0.210501,0.101665,0.122225,0.009209,0.014261,0.523429,0.461077,0.702938,0.676295,0.062352,0.026643,0.352951,0.115462,0.138818,-0.048015,0.012405,0.540353,0.49035,0.598944,0.530488,0.050003,0.068456,0.165031,0.07589,0.091245,0.002103,0.03273,0.534271,0.499395,0.555143,0.521468,0.034877,0.033674
Andus - Tornado Kick_compressed.mp4,single_athlete_training,130,data\processed\clips\Andus - Tornado Kick_compressed\event_130_punch_candidate_right_wrist_t44p08.mp4,0.4007,0.7782,right_wrist,punch_candidate,0.70588,0,0.0,kick,tornado_kick,spinning_kicks,0.685887,0.296441,0.296957,-0.104659,0.083086,0.622591,0.489479,0.697428,0.561672,0.133112,0.135755,0.655736,0.375217,0.37586,-0.059214,0.092355,0.59215,0.521501,0.694768,0.557699,0.070649,0.137069,0.65212,0.214103,0.214497,-0.088205,-0.031703,0.641707,0.516946,0.657486,0.573276,0.12476,0.08421,0.337736,0.12366,0.123871,0.004567,0.023804,0.571492,0.559465,0.641844,0.574221,0.012027,0.067623,0.992147,0.656792,0.657943,-0.067157,-0.001806,0.594427,0.372604,1.014932,0.765292,0.221823,0.24964,1.040163,0.460438,0.461293,-0.071154,0.091754,0.588569,0.429847,1.009807,0.801474,0.158722,0.208333,1.067881,0.442745,0.443541,-0.100334,-0.002874,0.609494,0.439531,0.881866,0.700985,0.169963,0.18088,0.724531,0.2592,0.259698,-0.07873,-0.00755,0.595436,0.492041,0.864505,0.756717,0.103395,0.107788,0.46352,0.166453,0.166753,-0.08387,-0.032708,0.618464,0.511948,0.748173,0.683043,0.106516,0.06513,0.213153,0.104213,0.104394,-0.035276,-0.012098,0.578683,0.527823,0.734204,0.698999,0.050859,0.035205,0.451378,0.165872,0.166176,-0.071541,-0.030684,0.646996,0.543036,0.555795,0.496629,0.10396,0.059166,0.253668,0.109838,0.110029,0.002915,0.004297,0.61056,0.583045,0.578264,0.530091,0.027515,0.048173
